timestamp,source,currency,rate_to_usd,status
2025-05-25T03:07:53.348065,openexchangerates,AED,3.672965,success
2025-05-25T03:07:53.348065,openexchangerates,AFN,69.963291,success
2025-05-25T03:07:53.348065,openexchangerates,ALL,86.535373,success
2025-05-25T03:07:53.348065,openexchangerates,AMD,383.667899,success
2025-05-25T03:07:53.348065,openexchangerates,ANG,1.79,success
2025-05-25T03:07:53.348065,openexchangerates,AOA,911.9551,success
2025-05-25T03:07:53.348065,openexchangerates,ARS,1131.651119,success
2025-05-25T03:07:53.348065,openexchangerates,AUD,1.539409,success
2025-05-25T03:07:53.348065,openexchangerates,AWG,1.80125,success
2025-05-25T03:07:53.348065,openexchangerates,AZN,1.7,success
2025-05-25T03:07:53.348065,openexchangerates,BAM,1.723787,success
2025-05-25T03:07:53.348065,openexchangerates,BBD,2,success
2025-05-25T03:07:53.348065,openexchangerates,BDT,121.844574,success
2025-05-25T03:07:53.348065,openexchangerates,BGN,1.72117,success
2025-05-25T03:07:53.348065,openexchangerates,BHD,0.376992,success
2025-05-25T03:07:53.348065,openexchangerates,BIF,2977.149131,success
2025-05-25T03:07:53.348065,openexchangerates,BMD,1,success
2025-05-25T03:07:53.348065,openexchangerates,BND,1.286837,success
2025-05-25T03:07:53.348065,openexchangerates,BOB,6.912782,success
2025-05-25T03:07:53.348065,openexchangerates,BRL,5.6458,success
2025-05-25T03:07:53.348065,openexchangerates,BSD,1,success
2025-05-25T03:07:53.348065,openexchangerates,BTC,9.263118e-06,success
2025-05-25T03:07:53.348065,openexchangerates,BTN,85.272842,success
2025-05-25T03:07:53.348065,openexchangerates,BWP,13.428054,success
2025-05-25T03:07:53.348065,openexchangerates,BYN,3.273766,success
2025-05-25T03:07:53.348065,openexchangerates,BZD,2.009404,success
2025-05-25T03:07:53.348065,openexchangerates,CAD,1.37365,success
2025-05-25T03:07:53.348065,openexchangerates,CDF,2900.945781,success
2025-05-25T03:07:53.348065,openexchangerates,CHF,0.821469,success
2025-05-25T03:07:53.348065,openexchangerates,CLF,0.024532,success
2025-05-25T03:07:53.348065,openexchangerates,CLP,941.42,success
2025-05-25T03:07:53.348065,openexchangerates,CNH,7.17233,success
2025-05-25T03:07:53.348065,openexchangerates,CNY,7.1806,success
2025-05-25T03:07:53.348065,openexchangerates,COP,4170.084213,success
2025-05-25T03:07:53.348065,openexchangerates,CRC,508.829622,success
2025-05-25T03:07:53.348065,openexchangerates,CUC,1,success
2025-05-25T03:07:53.348065,openexchangerates,CUP,25.75,success
2025-05-25T03:07:53.348065,openexchangerates,CVE,97.185316,success
2025-05-25T03:07:53.348065,openexchangerates,CZK,21.8666,success
2025-05-25T03:07:53.348065,openexchangerates,DJF,177.827972,success
2025-05-25T03:07:53.348065,openexchangerates,DKK,6.5651,success
2025-05-25T03:07:53.348065,openexchangerates,DOP,59.078351,success
2025-05-25T03:07:53.348065,openexchangerates,DZD,132.245,success
2025-05-25T03:07:53.348065,openexchangerates,EGP,49.88433,success
2025-05-25T03:07:53.348065,openexchangerates,ERN,15,success
2025-05-25T03:07:53.348065,openexchangerates,ETB,135.423087,success
