timestamp,source,currency,rate_to_usd,status
2025-05-25T03:08:52.494258,openexchangerates,AED,3.672965,success
2025-05-25T03:08:52.494258,openexchangerates,AFN,69.963291,success
2025-05-25T03:08:52.494258,openexchangerates,ALL,86.535373,success
2025-05-25T03:08:52.494258,openexchangerates,AMD,383.667899,success
2025-05-25T03:08:52.494258,openexchangerates,ANG,1.79,success
2025-05-25T03:08:52.494258,openexchangerates,AOA,911.9551,success
2025-05-25T03:08:52.494258,openexchangerates,ARS,1131.651119,success
2025-05-25T03:08:52.494258,openexchangerates,AUD,1.539409,success
2025-05-25T03:08:52.494258,openexchangerates,AWG,1.80125,success
2025-05-25T03:08:52.494258,openexchangerates,AZN,1.7,success
2025-05-25T03:08:52.494258,openexchangerates,BAM,1.723787,success
2025-05-25T03:08:52.494258,openexchangerates,BBD,2,success
2025-05-25T03:08:52.494258,openexchangerates,BDT,121.844574,success
2025-05-25T03:08:52.494258,openexchangerates,BGN,1.72117,success
2025-05-25T03:08:52.494258,openexchangerates,BHD,0.376992,success
2025-05-25T03:08:52.494258,openexchangerates,BIF,2977.149131,success
2025-05-25T03:08:52.494258,openexchangerates,BMD,1,success
2025-05-25T03:08:52.494258,openexchangerates,BND,1.286837,success
2025-05-25T03:08:52.494258,openexchangerates,BOB,6.912782,success
2025-05-25T03:08:52.494258,openexchangerates,BRL,5.6458,success
2025-05-25T03:08:52.494258,openexchangerates,BSD,1,success
2025-05-25T03:08:52.494258,openexchangerates,BTC,9.263118e-06,success
2025-05-25T03:08:52.494258,openexchangerates,BTN,85.272842,success
2025-05-25T03:08:52.494258,openexchangerates,BWP,13.428054,success
2025-05-25T03:08:52.494258,openexchangerates,BYN,3.273766,success
2025-05-25T03:08:52.494258,openexchangerates,BZD,2.009404,success
2025-05-25T03:08:52.494258,openexchangerates,CAD,1.37365,success
2025-05-25T03:08:52.494258,openexchangerates,CDF,2900.945781,success
2025-05-25T03:08:52.494258,openexchangerates,CHF,0.821469,success
2025-05-25T03:08:52.494258,openexchangerates,CLF,0.024532,success
2025-05-25T03:08:52.494258,openexchangerates,CLP,941.42,success
2025-05-25T03:08:52.494258,openexchangerates,CNH,7.17233,success
2025-05-25T03:08:52.494258,openexchangerates,CNY,7.1806,success
2025-05-25T03:08:52.494258,openexchangerates,COP,4170.084213,success
2025-05-25T03:08:52.494258,openexchangerates,CRC,508.829622,success
2025-05-25T03:08:52.494258,openexchangerates,CUC,1,success
2025-05-25T03:08:52.494258,openexchangerates,CUP,25.75,success
2025-05-25T03:08:52.494258,openexchangerates,CVE,97.185316,success
2025-05-25T03:08:52.494258,openexchangerates,CZK,21.8666,success
2025-05-25T03:08:52.494258,openexchangerates,DJF,177.827972,success
2025-05-25T03:08:52.494258,openexchangerates,DKK,6.5651,success
2025-05-25T03:08:52.494258,openexchangerates,DOP,59.078351,success
2025-05-25T03:08:52.494258,openexchangerates,DZD,132.245,success
2025-05-25T03:08:52.494258,openexchangerates,EGP,49.88433,success
2025-05-25T03:08:52.494258,openexchangerates,ERN,15,success
2025-05-25T03:08:52.494258,openexchangerates,ETB,135.423087,success
2025-05-25T03:08:52.494258,openexchangerates,EUR,0.879523,success
2025-05-25T03:08:52.494258,openexchangerates,FJD,2.2528,success
2025-05-25T03:08:52.494258,openexchangerates,FKP,0.738389,success
2025-05-25T03:08:52.494258,openexchangerates,GBP,0.738389,success
2025-05-25T03:08:52.494258,openexchangerates,GEL,2.74,success
2025-05-25T03:08:52.494258,openexchangerates,GGP,0.738389,success
2025-05-25T03:08:52.494258,openexchangerates,GHS,13.2663,success
2025-05-25T03:08:52.494258,openexchangerates,GIP,0.738389,success
2025-05-25T03:08:52.494258,openexchangerates,GMD,72.2172,success
2025-05-25T03:08:52.494258,openexchangerates,GNF,8665.753645,success
2025-05-25T03:08:52.494258,openexchangerates,GTQ,7.678511,success
2025-05-25T03:08:52.494258,openexchangerates,GYD,209.287179,success
